datetime/buddhist/datelengths@1, af, 138B, bfd01a0a0d5e8ae1
datetime/buddhist/datelengths@1, am, 141B, bbababe6d2575661
datetime/buddhist/datelengths@1, ar, 165B, c768a2600c7063f2
datetime/buddhist/datelengths@1, as, 171B, 9d65b66dcd28e593
datetime/buddhist/datelengths@1, ast, 171B, f4daa99868606f34
datetime/buddhist/datelengths@1, az, 144B, 148eb676d71da641
datetime/buddhist/datelengths@1, be, 147B, e82e35faa91e5d9a
datetime/buddhist/datelengths@1, bg, 180B, 8db5c44c50e1c683
datetime/buddhist/datelengths@1, blo, 153B, 4bc5c151abf5ba81
datetime/buddhist/datelengths@1, bn, 150B, bc5c367f3d0719cd
datetime/buddhist/datelengths@1, br, 147B, e0d92206c6f7062f
datetime/buddhist/datelengths@1, brx, 162B, 2f3e4745a89c67e
datetime/buddhist/datelengths@1, bs, 171B, 7bd99c0f45b48550
datetime/buddhist/datelengths@1, bs-Cyrl, 159B, ffae5f3072be2f42
datetime/buddhist/datelengths@1, ca, 153B, a326f915237714e6
datetime/buddhist/datelengths@1, ceb, 162B, a0d2dd26c260a3ba
datetime/buddhist/datelengths@1, chr, 162B, a0d2dd26c260a3ba
datetime/buddhist/datelengths@1, cs, 150B, 3f7609f318cb3bdf
datetime/buddhist/datelengths@1, cv, 180B, 730fb583a6b728c2
datetime/buddhist/datelengths@1, cy, 153B, fe23c5cde874e0e3
datetime/buddhist/datelengths@1, da, 141B, 86dfabcffafca11f
datetime/buddhist/datelengths@1, de, 159B, 56e260045b5bbdb3
datetime/buddhist/datelengths@1, doi, 162B, a0d2dd26c260a3ba
datetime/buddhist/datelengths@1, dsb, 147B, 698a22ccfbe1a557
datetime/buddhist/datelengths@1, el, 159B, feaf4211b96fcf
datetime/buddhist/datelengths@1, en, 162B, a0d2dd26c260a3ba
datetime/buddhist/datelengths@1, en-001, 153B, fe23c5cde874e0e3
datetime/buddhist/datelengths@1, en-AE, 153B, fe23c5cde874e0e3
datetime/buddhist/datelengths@1, en-AU, 150B, 8a7c3e57fadb50f6
datetime/buddhist/datelengths@1, en-BE, 153B, e471855c983eaa4c
datetime/buddhist/datelengths@1, en-BW, 153B, fee20379790aacdd
datetime/buddhist/datelengths@1, en-BZ, 153B, dfc801a8d49c2882
datetime/buddhist/datelengths@1, en-CH, 153B, f4ea69af1252d312
datetime/buddhist/datelengths@1, en-GB, 150B, 8a7c3e57fadb50f6
datetime/buddhist/datelengths@1, en-HK, 162B, 1732a88155a09980
datetime/buddhist/datelengths@1, en-IE, 150B, 8a7c3e57fadb50f6
datetime/buddhist/datelengths@1, en-IN, 159B, ba07afdfa3243083
datetime/buddhist/datelengths@1, en-MT, 153B, 734e0be92e9bd901
datetime/buddhist/datelengths@1, en-NZ, 153B, c35137f93779dd4b
datetime/buddhist/datelengths@1, en-PK, 153B, ee40d0ab34103a
datetime/buddhist/datelengths@1, en-SE, 153B, ce3100745360773c
datetime/buddhist/datelengths@1, en-SG, 153B, e822d9c38958f92e
datetime/buddhist/datelengths@1, en-ZA, 153B, 685c797e5aded6a0
datetime/buddhist/datelengths@1, en-ZW, 153B, e8010200c2464d41
datetime/buddhist/datelengths@1, eo, 165B, b225d3b29e7abd70
datetime/buddhist/datelengths@1, es, 207B, 3881c1ab30dc318d
datetime/buddhist/datelengths@1, es-CL, 189B, d3b50c6c5e3c2e2a
datetime/buddhist/datelengths@1, es-CO, 189B, f0a5dc00158b3dc8
datetime/buddhist/datelengths@1, es-DO, 189B, 42918042cda6faa8
datetime/buddhist/datelengths@1, es-GT, 189B, f0a5dc00158b3dc8
datetime/buddhist/datelengths@1, es-HN, 204B, 16098e02f08663dc
datetime/buddhist/datelengths@1, es-PA, 189B, 20a443d46809be77
datetime/buddhist/datelengths@1, es-PE, 207B, 70ab5fe27ae7588
datetime/buddhist/datelengths@1, es-PR, 189B, 20a443d46809be77
datetime/buddhist/datelengths@1, et, 147B, 57df40288063be30
datetime/buddhist/datelengths@1, eu, 279B, 67a2c37129d0ab8c
datetime/buddhist/datelengths@1, fa, 186B, b9cda8156befe697
datetime/buddhist/datelengths@1, ff-Adlm, 147B, 437458cd5696a103
datetime/buddhist/datelengths@1, fi, 144B, f58bddefda7bc0c8
datetime/buddhist/datelengths@1, fil, 162B, a0d2dd26c260a3ba
datetime/buddhist/datelengths@1, fo, 162B, 6d7a52be6b3ab0e2
datetime/buddhist/datelengths@1, fr, 138B, b33cff62b2447f2b
datetime/buddhist/datelengths@1, fr-BE, 138B, a71079fd4e887151
datetime/buddhist/datelengths@1, fr-CA, 138B, ef77ac2936bd751a
datetime/buddhist/datelengths@1, fr-CH, 141B, 64337ff5d0d3cd30
datetime/buddhist/datelengths@1, fy, 138B, 26ccff2d2208572
